Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 17:03:10.355,e3:ca:2d:fd:e0:8c, 2015-01-01 03:24:33.925, 0.98, 0.002, 0.285, 0.061, 0.183, 0.305, 0.396, -73.856, 175.798, -26.547, -11.893, -8.200, 25.12, -0.02979, -0.60071, 0.02066, -0.79858,
 17:03:10.355,e3:ca:2d:fd:e0:8c, 2015-01-01 03:24:33.925, 0.979, 0, 0.285, -0.061, 0.366, 0.305, 0.379, -73.85, 175.842, -26.547, -11.893, -8.200, 25.12, -0.02979, -0.60071, 0.02066, -0.79858,
 17:03:10.355,e3:ca:2d:fd:e0:8c, 2015-01-01 03:24:33.925, 0.98, 0.001, 0.284, -0.244, 0.427, 0.244, 0.357, -73.845, 175.886, -26.547, -11.893, -8.200, 25.12, -0.02979, -0.60071, 0.02066, -0.79858,
 17:03:10.355,e3:ca:2d:fd:e0:8c, 2015-01-01 03:24:33.925, 0.979, 0, 0.285, -0.061, 0.366, 0.305, 0.379, -73.85, 175.842, -26.547, -11.893, -8.200, 25.12, -0.02979, -0.60071, 0.02066, -0.79858,
 17:03:10.357,ed:40:fe:65:30:6c, 2015-01-01 03:24:39.220, 0.501, 0.35, 0.787, -0.244, 0.244, 0.183, 24.274, -30.157, -142.361, -17.353, -16.340, -2.827, 22.8, -0.35504, 0.1759, 0.27524, 0.87585,
 17:03:10.357,ed:40:fe:65:30:6c, 2015-01-01 03:24:39.220, 0.5, 0.349, 0.788, -0.122, 0.244, 0.305, 24.269, -30.152, -142.355, -17.353, -16.340, -2.827, 22.8, -0.35504, 0.1759, 0.27524, 0.87585,
 17:03:10.357,ed:40:fe:65:30:6c, 2015-01-01 03:24:39.220, 0.501, 0.351, 0.789, -0.183, 0.183, 0.183, 24.258, -30.152, -142.355, -17.353, -16.340, -2.827, 22.8, -0.35504, 0.1759, 0.27524, 0.87585,
 17:03:10.357,ed:40:fe:65:30:6c, 2015-01-01 03:24:39.220, 0.5, 0.349, 0.788, -0.122, 0.244, 0.305, 24.269, -30.152, -142.355, -17.353, -16.340, -2.827, 22.8, -0.35504, 0.1759, 0.27524, 0.87585,
 17:03:10.363,f6:90:cc:01:6d:25, 2015-01-01 03:24:25.745, 0.788, 0.403, 0.436, -0.183, 0.183, 0.427, 42.869, -52.965, -174.655, -23.687, -20.173, -4.700, 27.23, 0.2001, -0.39972, -0.34637, -0.82468,
 17:03:10.363,f6:90:cc:01:6d:25, 2015-01-01 03:24:25.745, 0.789, 0.404, 0.438, -0.366, 0.244, 0.305, 42.858, -52.965, -174.633, -23.687, -20.173, -4.700, 27.23, 0.2001, -0.39972, -0.34637, -0.82468,
