Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 14:25:49.860,ed:35:33:d3:6c:f8, 2015-01-01 02:37:38.245, 0.502, -0.123, 0.849, -0.488, 1.587, 0.122, -7.586, -30.163, 169.052, -15.073, -7.027, -31.393, 32.64, -0.10739, -0.25433, 0.08752, -0.95709,
 14:25:49.860,ed:35:33:d3:6c:f8, 2015-01-01 02:37:38.245, 0.504, -0.124, 0.845, -0.488, 2.38, -0.244, -7.592, -30.125, 169.025, -15.073, -7.027, -31.393, 32.64, -0.10739, -0.25433, 0.08752, -0.95709,
 14:25:49.880,e3:ca:2d:fd:e0:8c, 2015-01-01 02:37:37.730, 0.947, 0.02, 0.379, -0.244, 0, 0.244, 3.17, -68.115, 166.366, -25.613, -11.853, -13.160, 29.77, 0.08292, 0.55856, -0.04361, 0.8241,
 14:25:49.880,e3:ca:2d:fd:e0:8c, 2015-01-01 02:37:37.730, 0.951, 0.018, 0.377, -0.305, 0.061, 0.122, 3.159, -68.115, 166.377, -25.613, -11.853, -13.160, 29.77, 0.08292, 0.55856, -0.04361, 0.8241,
 14:25:49.882,ed:40:fe:65:30:6c, 2015-01-01 02:37:43.045, 0.738, 0.193, 0.651, 1.404, 0.732, 0.305, 16.93, -47.357, -132.687, -22.800, -12.253, -0.620, 28.67, -0.41754, 0.30981, 0.28284, 0.80594,
 14:25:49.882,ed:40:fe:65:30:6c, 2015-01-01 02:37:43.045, 0.739, 0.188, 0.646, 0.793, 0.671, 0.183, 16.935, -47.346, -132.676, -22.800, -12.253, -0.620, 28.67, -0.41754, 0.30981, 0.28284, 0.80594,
 14:25:49.883,f6:90:cc:01:6d:25, 2015-01-01 02:37:38.260, 0.965, -0.012, 0.208, 1.16, 0.671, 0, -2.038, -77.591, -158.972, -29.953, -10.753, -2.707, 32.74, 0.13089, -0.61948, -0.09995, -0.76746,
 14:25:49.883,f6:90:cc:01:6d:25, 2015-01-01 02:37:38.260, 0.965, -0.002, 0.208, 0.61, 0.793, -0.061, -2.021, -77.574, -158.994, -29.953, -10.753, -2.707, 32.74, 0.13089, -0.61948, -0.09995, -0.76746,
 14:25:49.902,e3:ca:2d:fd:e0:8c, 2015-01-01 02:37:38.085, 0.95, 0.02, 0.377, 0, 0.183, 0.183, 3.148, -68.115, 166.388, -25.613, -11.853, -13.160, 29.77, 0.08292, 0.55856, -0.04361, 0.8241,
 14:25:49.902,e3:ca:2d:fd:e0:8c, 2015-01-01 02:37:38.085, 0.947, 0.022, 0.377, 0.183, 0.244, 0.305, 3.137, -68.11, 166.399, -25.613, -11.853, -13.160, 29.77, 0.08292, 0.55856, -0.04361, 0.8241,
 14:25:49.904,ed:35:33:d3:6c:f8, 2015-01-01 02:37:38.245, 0.507, -0.115, 0.851, 0.305, 2.197, -0.854, -7.581, -30.086, 169.003, -15.073, -7.027, -31.393, 32.64, -0.10739, -0.25433, 0.08752, -0.95709,
 14:25:49.904,ed:35:33:d3:6c:f8, 2015-01-01 02:37:38.245, 0.502, -0.113, 0.849, 0.854, 0.916, -0.366, -7.559, -30.064, 168.981, -15.073, -7.027, -31.393, 32.64, -0.10739, -0.25433, 0.08752, -0.95709,
