Index,L5_Acceleration X(g),L5_Acceleration Y(g),L5_Acceleration Z(g),L5_Angular velocity X(°/s),L5_Angular velocity Y(°/s),L5_Angular velocity Z(°/s),L5_Angle X(°),L5_Angle Y(°),L5_Angle Z(°),L5_Magnetic field X(ʯt),L5_Magnetic field Y(ʯt),L5_Magnetic field Z(ʯt),L5_Temperature(℃),L5_Quaternions 0(),L5_Quaternions 1(),L5_Quaternions 2(),L5_Quaternions 3(),L5___orig_idx,T4_Acceleration X(g),T4_Acceleration Y(g),T4_Acceleration Z(g),T4_Angular velocity X(°/s),T4_Angular velocity Y(°/s),T4_Angular velocity Z(°/s),T4_Angle X(°),T4_Angle Y(°),T4_Angle Z(°),T4_Magnetic field X(ʯt),T4_Magnetic field Y(ʯt),T4_Magnetic field Z(ʯt),T4_Temperature(℃),T4_Quaternions 0(),T4_Quaternions 1(),T4_Quaternions 2(),T4_Quaternions 3(),T4___orig_idx,C7_Acceleration X(g),C7_Acceleration Y(g),C7_Acceleration Z(g),C7_Angular velocity X(°/s),C7_Angular velocity Y(°/s),C7_Angular velocity Z(°/s),C7_Angle X(°),C7_Angle Y(°),C7_Angle Z(°),C7_Magnetic field X(ʯt),C7_Magnetic field Y(ʯt),C7_Magnetic field Z(ʯt),C7_Temperature(℃),C7_Quaternions 0(),C7_Quaternions 1(),C7_Quaternions 2(),C7_Quaternions 3(),C7___orig_idx,T12_Acceleration X(g),T12_Acceleration Y(g),T12_Acceleration Z(g),T12_Angular velocity X(°/s),T12_Angular velocity Y(°/s),T12_Angular velocity Z(°/s),T12_Angle X(°),T12_Angle Y(°),T12_Angle Z(°),T12_Magnetic field X(ʯt),T12_Magnetic field Y(ʯt),T12_Magnetic field Z(ʯt),T12_Temperature(℃),T12_Quaternions 0(),T12_Quaternions 1(),T12_Quaternions 2(),T12_Quaternions 3(),T12___orig_idx
0,0.858,-0.155,-0.522,0.366,-0.549,0.061,-162.856,-57.667,-43.237,-24.573,-9.533,6.707,28.61,-0.05316,-0.83167,0.25186,-0.49188,8,0.868,-0.023,0.486,1.404,0.305,0.61,-2.851,-60.787,-120.223,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,12,0.906,0.083,0.383,0.183,-2.625,1.831,12.068,-66.802,138.851,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,0,0.907,0.122,-0.371,0.61,0.122,0.183,161.966,-66.879,14.81,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,20
1,0.859,-0.158,-0.522,0.366,-0.549,0.061,-162.856,-57.656,-43.248,-24.573,-9.533,6.707,28.61,-0.05316,-0.83167,0.25186,-0.49188,9,0.868,-0.022,0.491,1.099,0.061,0.549,-2.851,-60.787,-120.19,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,13,0.907,0.078,0.383,1.526,-3.601,2.319,12.036,-66.879,138.966,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,1,0.908,0.12,-0.369,0.366,0.061,0.183,161.982,-66.879,14.815,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,21
2,0.858,-0.16,-0.521,0.488,-0.61,0.061,-162.85,-57.645,-43.259,-24.573,-9.533,6.707,28.61,-0.05316,-0.83167,0.25186,-0.49188,10,0.868,-0.023,0.494,1.282,0.427,0.732,-2.845,-60.776,-120.146,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,14,0.906,0.072,0.385,3.357,-3.54,2.258,12.036,-66.951,139.065,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,2,0.907,0.119,-0.366,0.061,0.0,0.122,161.993,-66.879,14.815,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,22
3,0.859,-0.158,-0.522,0.366,-0.549,0.061,-162.856,-57.656,-43.248,-24.573,-9.533,6.707,28.61,-0.05316,-0.83167,0.25186,-0.49188,11,0.868,-0.022,0.491,1.099,0.061,0.549,-2.851,-60.787,-120.19,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,15,0.907,0.078,0.383,1.526,-3.601,2.319,12.036,-66.879,138.966,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,3,0.908,0.12,-0.369,0.366,0.061,0.183,161.982,-66.879,14.815,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,23
4,0.86,-0.16,-0.521,0.488,-0.61,0.061,-162.85,-57.645,-43.259,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,24,0.878,-0.023,0.494,1.282,0.427,0.732,-2.845,-60.776,-120.146,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,28,0.917,0.072,0.385,3.357,-3.54,2.258,12.036,-66.951,139.065,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,4,0.906,0.119,-0.366,0.061,0.0,0.122,161.993,-66.879,14.815,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,36
5,0.859,-0.163,-0.521,0.061,-0.977,0.0,-162.856,-57.629,-43.248,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,25,0.878,-0.028,0.489,1.587,0.305,1.343,-2.862,-60.765,-120.075,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,29,0.916,0.078,0.381,3.662,-3.723,1.587,12.074,-67.028,139.12,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,5,0.906,0.119,-0.369,0.0,0.122,0.183,161.999,-66.879,14.799,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,37
6,0.86,-0.164,-0.517,-0.244,-1.038,0.061,-162.867,-57.607,-43.237,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,26,0.878,-0.033,0.484,1.587,0.366,1.404,-2.884,-60.76,-120.015,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,30,0.917,0.083,0.383,3.418,-4.272,0.549,12.156,-67.104,139.098,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,6,0.906,0.117,-0.372,-0.183,0.305,0.0,161.999,-66.885,14.782,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,38
7,0.859,-0.163,-0.521,0.061,-0.977,0.0,-162.856,-57.629,-43.248,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,27,0.878,-0.028,0.489,1.587,0.305,1.343,-2.862,-60.765,-120.075,-25.953,-9.947,4.633,25.75,-0.4187,0.4483,0.23584,0.75366,31,0.916,0.078,0.381,3.662,-3.723,1.587,12.074,-67.028,139.12,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,7,0.906,0.119,-0.369,0.0,0.122,0.183,161.999,-66.879,14.799,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,39
8,0.856,-0.164,-0.517,-0.244,-1.038,0.061,-162.867,-57.607,-43.237,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,40,0.868,-0.033,0.484,1.587,0.366,1.404,-2.884,-60.76,-120.015,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,44,0.903,0.083,0.383,3.418,-4.272,0.549,12.156,-67.104,139.098,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,16,0.908,0.117,-0.372,-0.183,0.305,0.0,161.999,-66.885,14.782,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,48
9,0.858,-0.164,-0.519,-0.183,-0.732,0.122,-162.872,-57.59,-43.22,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,41,0.879,-0.023,0.489,0.977,0.916,0.671,-2.889,-60.738,-119.987,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,45,0.91,0.082,0.388,4.211,-5.249,0.305,12.283,-67.203,139.048,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,17,0.909,0.118,-0.368,0.122,0.366,0.0,161.993,-66.89,14.777,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,49
10,0.856,-0.164,-0.519,-0.427,-0.305,0.122,-162.878,-57.585,-43.22,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,42,0.868,-0.016,0.494,-0.122,2.075,0.366,-2.9,-60.699,-119.982,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,46,0.903,0.09,0.379,5.859,-5.31,0.0,12.453,-67.302,138.994,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,18,0.908,0.117,-0.369,0.0,0.122,0.0,161.988,-66.896,14.771,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,50
11,0.858,-0.164,-0.519,-0.183,-0.732,0.122,-162.872,-57.59,-43.22,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,43,0.879,-0.023,0.489,0.977,0.916,0.671,-2.889,-60.738,-119.987,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,47,0.91,0.082,0.388,4.211,-5.249,0.305,12.283,-67.203,139.048,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,19,0.909,0.118,-0.368,0.122,0.366,0.0,161.993,-66.89,14.777,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,51
12,0.859,-0.164,-0.519,-0.427,-0.305,0.122,-162.878,-57.585,-43.22,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,52,0.885,-0.016,0.494,-0.122,2.075,0.366,-2.9,-60.699,-119.982,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,60,0.92,0.09,0.379,5.859,-5.31,0.0,12.453,-67.302,138.994,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,32,0.908,0.117,-0.369,0.0,0.122,0.0,161.988,-66.896,14.771,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,68
13,0.859,-0.165,-0.522,-0.061,-0.488,0.0,-162.883,-57.579,-43.226,-24.573,-9.533,6.707,28.61,-0.05432,-0.83176,0.25244,-0.49133,53,0.88,-0.026,0.491,-0.732,0.732,1.404,-2.961,-60.683,-119.938,-26.327,-9.767,4.307,25.75,-0.4187,0.4483,0.23584,0.75366,61,0.919,0.082,0.373,5.92,-5.371,1.831,12.535,-67.407,139.043,-22.407,-13.18,-15.88,27.79,0.23639,0.54367,-0.10684,0.79813,33,0.908,0.117,-0.372,-0.122,0.0,0.0,161.988,-66.896,14.749,-27.207,-15.78,10.767,30.96,-0.06024,-0.82846,-0.01968,-0.55634,69
