Index,L5_Acceleration X(g),L5_Acceleration Y(g),L5_Acceleration Z(g),L5_Angular velocity X(°/s),L5_Angular velocity Y(°/s),L5_Angular velocity Z(°/s),L5_Angle X(°),L5_Angle Y(°),L5_Angle Z(°),L5_Magnetic field X(ʯt),L5_Magnetic field Y(ʯt),L5_Magnetic field Z(ʯt),L5_Temperature(℃),L5_Quaternions 0(),L5_Quaternions 1(),L5_Quaternions 2(),L5_Quaternions 3(),L5___orig_idx,T4_Acceleration X(g),T4_Acceleration Y(g),T4_Acceleration Z(g),T4_Angular velocity X(°/s),T4_Angular velocity Y(°/s),T4_Angular velocity Z(°/s),T4_Angle X(°),T4_Angle Y(°),T4_Angle Z(°),T4_Magnetic field X(ʯt),T4_Magnetic field Y(ʯt),T4_Magnetic field Z(ʯt),T4_Temperature(℃),T4_Quaternions 0(),T4_Quaternions 1(),T4_Quaternions 2(),T4_Quaternions 3(),T4___orig_idx,C7_Acceleration X(g),C7_Acceleration Y(g),C7_Acceleration Z(g),C7_Angular velocity X(°/s),C7_Angular velocity Y(°/s),C7_Angular velocity Z(°/s),C7_Angle X(°),C7_Angle Y(°),C7_Angle Z(°),C7_Magnetic field X(ʯt),C7_Magnetic field Y(ʯt),C7_Magnetic field Z(ʯt),C7_Temperature(℃),C7_Quaternions 0(),C7_Quaternions 1(),C7_Quaternions 2(),C7_Quaternions 3(),C7___orig_idx,T12_Acceleration X(g),T12_Acceleration Y(g),T12_Acceleration Z(g),T12_Angular velocity X(°/s),T12_Angular velocity Y(°/s),T12_Angular velocity Z(°/s),T12_Angle X(°),T12_Angle Y(°),T12_Angle Z(°),T12_Magnetic field X(ʯt),T12_Magnetic field Y(ʯt),T12_Magnetic field Z(ʯt),T12_Temperature(℃),T12_Quaternions 0(),T12_Quaternions 1(),T12_Quaternions 2(),T12_Quaternions 3(),T12___orig_idx
0,0.977,-0.113,0.281,-0.122,-0.122,0.0,-22.088,-72.922,177.281,-28.987,-6.207,-12.94,27.31,0.12991,0.58014,-0.16574,0.78674,0,0.616,0.012,0.794,-0.061,0.061,0.122,0.786,-37.782,-110.418,-21.247,-4.72,-6.087,25.23,-0.54242,0.26208,0.19043,0.77505,6,0.393,0.066,0.916,0.0,-0.305,0.244,4.125,-22.989,165.861,-11.887,-8.107,-30.827,28.42,0.11197,0.20209,0.01068,0.97284,4,0.921,-0.095,0.347,-0.366,-0.061,-0.183,-14.821,-68.747,-151.782,-29.807,-5.92,-9.1,29.13,0.12964,-0.56897,-0.0336,-0.81131,2
1,0.977,-0.113,0.28,0.122,-0.122,0.0,-22.088,-72.922,177.303,-28.987,-6.207,-12.94,27.31,0.12991,0.58014,-0.16574,0.78674,1,0.615,0.012,0.793,-0.244,0.305,0.122,0.78,-37.782,-110.418,-21.247,-4.72,-6.087,25.23,-0.54242,0.26208,0.19043,0.77505,7,0.392,0.063,0.914,-0.732,-0.732,-0.366,4.12,-23.0,165.861,-11.887,-8.107,-30.827,28.42,0.11197,0.20209,0.01068,0.97284,5,0.922,-0.095,0.346,-0.122,-0.061,-0.122,-14.821,-68.747,-151.782,-29.807,-5.92,-9.1,29.13,0.12964,-0.56897,-0.0336,-0.81131,3
2,0.978,-0.113,0.278,0.183,0.0,0.0,-22.083,-72.922,177.314,-28.987,-6.207,-12.94,27.31,0.12991,0.58014,-0.16574,0.78674,8,0.614,0.012,0.795,-0.122,0.488,0.122,0.775,-37.771,-110.418,-21.247,-4.72,-6.087,25.23,-0.54242,0.26208,0.19043,0.77505,14,0.39,0.066,0.916,-0.793,-0.427,0.061,4.103,-23.011,165.855,-11.887,-8.107,-30.827,28.42,0.11197,0.20209,0.01068,0.97284,12,0.922,-0.094,0.345,0.061,0.0,-0.061,-14.815,-68.747,-151.771,-29.807,-5.92,-9.1,29.13,0.12964,-0.56897,-0.0336,-0.81131,10
3,0.978,-0.113,0.278,0.061,0.0,0.0,-22.083,-72.922,177.358,-28.987,-6.207,-12.94,27.31,0.12991,0.58014,-0.16574,0.78674,9,0.614,0.011,0.795,0.0,0.427,0.122,0.775,-37.76,-110.418,-21.247,-4.72,-6.087,25.23,-0.54242,0.26208,0.19043,0.77505,15,0.393,0.062,0.915,-0.427,-0.671,0.305,4.087,-23.027,165.85,-11.887,-8.107,-30.827,28.42,0.11197,0.20209,0.01068,0.97284,13,0.922,-0.093,0.345,-0.061,0.0,0.0,-14.821,-68.747,-151.738,-29.807,-5.92,-9.1,29.13,0.12964,-0.56897,-0.0336,-0.81131,11
4,0.977,-0.112,0.276,0.122,0.0,0.0,-22.083,-72.922,177.413,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,16,0.613,0.012,0.795,-0.305,0.244,0.122,0.769,-37.755,-110.418,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,22,0.391,0.061,0.916,1.221,-0.671,0.427,4.092,-23.038,165.888,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,20,0.922,-0.092,0.344,-0.061,0.0,0.0,-14.826,-68.747,-151.716,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,18
5,0.977,-0.111,0.276,0.122,-0.061,0.0,-22.083,-72.922,177.457,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,17,0.613,0.012,0.795,-0.305,0.366,0.122,0.764,-37.749,-110.413,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,23,0.391,0.066,0.915,0.366,-0.732,0.427,4.103,-23.055,165.954,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,21,0.921,-0.092,0.343,0.0,0.061,0.0,-14.826,-68.747,-151.71,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,19
6,0.977,-0.111,0.277,0.122,0.0,0.0,-22.077,-72.922,177.501,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,24,0.612,0.012,0.796,-0.061,0.305,0.183,0.758,-37.738,-110.413,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,28,0.392,0.065,0.915,-0.305,-0.549,0.366,4.103,-23.071,166.053,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,26,0.92,-0.092,0.344,0.0,0.0,0.0,-14.832,-68.747,-151.721,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,32
7,0.977,-0.112,0.278,0.0,-0.122,0.0,-22.083,-72.922,177.517,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,25,0.613,0.011,0.796,0.0,0.305,0.122,0.753,-37.733,-110.413,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,29,0.391,0.064,0.916,0.244,-0.549,0.305,4.098,-23.082,166.146,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,27,0.921,-0.092,0.345,0.0,-0.061,0.0,-14.837,-68.747,-151.738,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,33
8,0.977,-0.111,0.279,0.0,-0.183,0.0,-22.083,-72.927,177.545,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,30,0.613,0.012,0.796,0.0,0.427,0.122,0.753,-37.727,-110.413,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,34,0.392,0.063,0.915,-0.305,-0.427,0.0,4.092,-23.093,166.201,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,42,0.921,-0.091,0.346,-0.061,-0.122,-0.061,-14.837,-68.752,-151.743,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,38
9,0.977,-0.11,0.279,0.0,-0.122,0.0,-22.083,-72.927,177.572,-28.987,-6.207,-12.94,27.31,0.13168,0.57962,-0.16721,0.78653,31,0.612,0.012,0.796,-0.061,0.244,0.183,0.753,-37.716,-110.413,-21.247,-4.72,-6.087,25.23,-0.54163,0.26208,0.18988,0.77573,35,0.392,0.065,0.914,0.305,-0.732,0.305,4.092,-23.104,166.284,-11.887,-8.107,-30.827,28.42,0.11349,0.20224,0.01013,0.97263,43,0.921,-0.091,0.345,-0.122,-0.122,0.0,-14.843,-68.752,-151.771,-29.807,-5.92,-9.1,29.13,0.12906,-0.56891,-0.03336,-0.81146,39
