Index,L5_Acceleration X(g),L5_Acceleration Y(g),L5_Acceleration Z(g),L5_Angular velocity X(°/s),L5_Angular velocity Y(°/s),L5_Angular velocity Z(°/s),L5_Angle X(°),L5_Angle Y(°),L5_Angle Z(°),L5_Magnetic field X(ʯt),L5_Magnetic field Y(ʯt),L5_Magnetic field Z(ʯt),L5_Temperature(℃),L5_Quaternions 0(),L5_Quaternions 1(),L5_Quaternions 2(),L5_Quaternions 3(),L5___orig_idx,T4_Acceleration X(g),T4_Acceleration Y(g),T4_Acceleration Z(g),T4_Angular velocity X(°/s),T4_Angular velocity Y(°/s),T4_Angular velocity Z(°/s),T4_Angle X(°),T4_Angle Y(°),T4_Angle Z(°),T4_Magnetic field X(ʯt),T4_Magnetic field Y(ʯt),T4_Magnetic field Z(ʯt),T4_Temperature(℃),T4_Quaternions 0(),T4_Quaternions 1(),T4_Quaternions 2(),T4_Quaternions 3(),T4___orig_idx,C7_Acceleration X(g),C7_Acceleration Y(g),C7_Acceleration Z(g),C7_Angular velocity X(°/s),C7_Angular velocity Y(°/s),C7_Angular velocity Z(°/s),C7_Angle X(°),C7_Angle Y(°),C7_Angle Z(°),C7_Magnetic field X(ʯt),C7_Magnetic field Y(ʯt),C7_Magnetic field Z(ʯt),C7_Temperature(℃),C7_Quaternions 0(),C7_Quaternions 1(),C7_Quaternions 2(),C7_Quaternions 3(),C7___orig_idx,T12_Acceleration X(g),T12_Acceleration Y(g),T12_Acceleration Z(g),T12_Angular velocity X(°/s),T12_Angular velocity Y(°/s),T12_Angular velocity Z(°/s),T12_Angle X(°),T12_Angle Y(°),T12_Angle Z(°),T12_Magnetic field X(ʯt),T12_Magnetic field Y(ʯt),T12_Magnetic field Z(ʯt),T12_Temperature(℃),T12_Quaternions 0(),T12_Quaternions 1(),T12_Quaternions 2(),T12_Quaternions 3(),T12___orig_idx
0,1.003,-0.1,0.177,0.61,0.061,0.0,-29.169,-78.409,-175.875,-27.807,-8.447,-9.96,22.49,0.13449,0.61697,-0.17477,0.75537,2,0.587,0.069,0.811,-0.305,-0.183,0.244,4.796,-35.733,-117.867,-19.56,-7.26,-4.84,20.04,-0.50156,0.24182,0.1944,0.8075,0,0.493,0.134,0.853,-0.122,-2.197,-0.366,8.635,-29.641,148.458,-12.2,-11.2,-28.867,23.45,0.24243,0.26358,0.00244,0.93362,6,0.93,0.079,0.317,-0.061,-0.488,0.549,13.085,-70.549,-170.859,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,4.0
1,1.0,-0.098,0.176,0.427,0.122,0.0,-29.152,-78.409,-175.858,-27.807,-8.447,-9.96,22.49,0.13449,0.61697,-0.17477,0.75537,3,0.588,0.068,0.808,-0.061,-0.427,0.244,4.79,-35.739,-117.85,-19.56,-7.26,-4.84,20.04,-0.50156,0.24182,0.1944,0.8075,1,0.497,0.134,0.85,-1.038,-1.892,-0.244,8.63,-29.674,148.387,-12.2,-11.2,-28.867,23.45,0.24243,0.26358,0.00244,0.93362,7,0.931,0.077,0.318,-0.122,-0.366,0.488,13.068,-70.56,-170.81,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,5.0
2,0.999,-0.096,0.174,0.122,0.305,0.0,-29.136,-78.404,-175.864,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,10,0.591,0.068,0.809,0.0,-0.488,0.488,4.785,-35.75,-117.839,-19.56,-7.26,-4.84,20.04,-0.50156,0.24182,0.1944,0.8075,8,0.497,0.129,0.851,-0.854,-1.404,0.122,8.613,-29.707,148.348,-12.48,-10.533,-29.527,23.45,0.24243,0.26358,0.00244,0.93362,14,0.934,0.075,0.319,0.0,-0.366,0.427,13.057,-70.565,-170.771,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,12.0
3,1.0,-0.097,0.178,0.0,0.305,0.0,-29.119,-78.404,-175.864,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,11,0.592,0.065,0.808,0.305,-0.427,0.671,4.785,-35.766,-117.845,-19.56,-7.26,-4.84,20.04,-0.50156,0.24182,0.1944,0.8075,9,0.5,0.13,0.851,-0.671,-1.221,-0.427,8.608,-29.729,148.288,-12.48,-10.533,-29.527,23.45,0.24243,0.26358,0.00244,0.93362,15,0.935,0.073,0.318,0.244,-0.366,0.366,13.046,-70.576,-170.733,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,13.0
4,1.002,-0.099,0.176,-0.061,0.305,0.0,-29.103,-78.398,-175.886,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,16,0.593,0.063,0.81,0.671,-0.244,0.732,4.785,-35.771,-117.85,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,20,0.5,0.128,0.854,-0.488,-0.61,0.061,8.602,-29.745,148.228,-12.48,-10.533,-29.527,23.45,0.24243,0.26358,0.00244,0.93362,18,0.935,0.072,0.318,0.61,-0.244,0.244,13.052,-70.582,-170.684,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,24.0
5,1.002,-0.1,0.179,0.0,0.366,0.0,-29.086,-78.393,-175.908,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,17,0.592,0.063,0.809,0.916,-0.183,0.854,4.79,-35.782,-117.856,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,21,0.498,0.126,0.853,0.061,-0.183,0.305,8.597,-29.751,148.162,-12.48,-10.533,-29.527,23.45,0.24243,0.26358,0.00244,0.93362,19,0.934,0.072,0.318,0.854,0.0,0.122,13.063,-70.582,-170.64,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,25.0
6,1.003,-0.102,0.178,0.305,0.488,0.0,-29.064,-78.387,-175.946,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,22,0.589,0.067,0.81,0.916,-0.244,0.732,4.796,-35.788,-117.861,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,26,0.494,0.128,0.854,0.488,-0.61,0.427,8.602,-29.762,148.096,-12.48,-10.533,-29.527,23.45,0.24579,0.26605,-0.00052,0.93204,32,0.933,0.076,0.319,0.977,0.122,0.122,13.079,-70.582,-170.612,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,30.0
7,1.002,-0.102,0.18,0.671,0.61,0.0,-29.031,-78.376,-175.99,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,23,0.587,0.07,0.812,0.916,-0.122,0.549,4.801,-35.799,-117.872,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,27,0.493,0.13,0.855,0.916,-0.671,0.0,8.619,-29.778,148.008,-12.48,-10.533,-29.527,23.45,0.24579,0.26605,-0.00052,0.93204,33,0.931,0.079,0.32,0.854,0.244,0.244,13.085,-70.582,-170.59,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,31.0
8,1.001,-0.101,0.181,0.854,0.793,0.0,-28.982,-78.365,-176.05,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,28,0.586,0.07,0.812,0.671,-0.183,0.366,4.812,-35.804,-117.894,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,38,0.492,0.129,0.853,0.244,-0.61,-0.305,8.63,-29.789,147.942,-12.48,-10.533,-29.527,23.45,0.24579,0.26605,-0.00052,0.93204,36,0.93,0.079,0.322,0.427,0.244,0.305,13.079,-70.576,-170.568,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,34.0
9,1.001,-0.099,0.181,0.916,0.793,0.0,-28.932,-78.354,-176.105,-27.807,-8.447,-9.96,22.49,0.13184,0.61838,-0.17273,0.75519,29,0.588,0.07,0.812,0.244,-0.244,0.122,4.818,-35.81,-117.916,-19.56,-7.26,-4.84,20.04,-0.50177,0.24225,0.19238,0.80771,39,0.493,0.13,0.854,0.305,0.122,-0.732,8.646,-29.789,147.865,-12.48,-10.533,-29.527,23.45,0.24579,0.26605,-0.00052,0.93204,37,0.931,0.078,0.324,0.0,0.183,0.305,13.068,-70.576,-170.552,-28.9,-12.133,-4.613,23.78,0.1283,-0.56418,-0.13727,-0.80392,35.0
