Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:48:42.131,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.48, 0.425, 0.762, -0.61, 0, 0.183, 28.982, -28.922, 107.183, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.131,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.481, 0.425, 0.764, -0.549, 0.122, 0.061, 28.971, -28.922, 107.144, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.148,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.564, 0.307, 0.765, -0.427, 0.427, 0.183, 21.802, -34.36, -149.321, -16.407, -15.593, -5.793, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.148,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.564, 0.307, 0.765, -0.305, 0.305, 0.122, 21.797, -34.354, -149.304, -16.407, -15.593, -5.793, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.150,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:10.710, 0.891, -0.051, 0.493, 0, 0, 0, -5.856, -60.853, 171.112, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.150,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:10.710, 0.892, -0.051, 0.494, 0, 0, 0, -5.856, -60.853, 171.112, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.150,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.846, 0.234, 0.454, -0.061, 0.122, 0, 26.675, -58.892, 178.05, -26.133, -16.647, -10.293, 31.26, -0.10132, 0.48154, 0.19385, 0.84863,
 12:48:42.150,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.846, 0.233, 0.454, -0.061, 0.366, 0, 26.675, -58.892, 178.017, -26.133, -16.647, -10.293, 31.26, -0.10132, 0.48154, 0.19385, 0.84863,
 12:48:42.172,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.89, -0.05, 0.494, 0, 0, 0, -5.856, -60.853, 171.107, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.172,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.888, -0.05, 0.495, 0, 0.122, 0, -5.856, -60.853, 171.101, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.174,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.479, 0.423, 0.763, -0.427, -0.061, 0, 28.96, -28.922, 107.089, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.174,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.479, 0.424, 0.761, -0.61, -0.244, 0, 28.954, -28.922, 107.04, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.194,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.564, 0.305, 0.764, -0.366, 0.244, 0, 21.786, -34.354, -149.304, -16.407, -15.593, -5.793, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.194,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.562, 0.306, 0.766, -0.488, 0.427, 0, 21.775, -34.343, -149.299, -16.407, -15.593, -5.793, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.194,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.888, -0.05, 0.495, 0, 0.061, 0, -5.856, -60.853, 171.101, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.194,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.889, -0.051, 0.494, -0.061, 0, 0, -5.856, -60.848, 171.096, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.196,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.478, 0.425, 0.761, -0.977, -0.122, 0, 28.938, -28.922, 106.985, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.196,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.481, 0.427, 0.763, -1.282, 0, 0, 28.916, -28.922, 106.968, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.196,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.844, 0.231, 0.456, -0.244, 0.488, 0, 26.669, -58.881, 178, -26.133, -16.647, -10.293, 31.26, -0.10132, 0.48154, 0.19385, 0.84863,
 12:48:42.196,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.844, 0.229, 0.457, -0.122, 0.549, 0.305, 26.658, -58.876, 178, -26.133, -16.647, -10.293, 31.26, -0.10132, 0.48154, 0.19385, 0.84863,
 12:48:42.216,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.562, 0.306, 0.768, -0.671, 0.61, 0, 21.758, -34.338, -149.288, -16.333, -15.320, -5.773, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.216,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.562, 0.309, 0.767, -1.099, 0.732, 0.183, 21.731, -34.321, -149.271, -16.333, -15.320, -5.773, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.218,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.845, 0.228, 0.456, -0.183, 0.427, 0.427, 26.642, -58.87, 178.022, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.218,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.846, 0.23, 0.456, -0.061, 0.366, 0.671, 26.62, -58.865, 178.05, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.241,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.892, -0.053, 0.494, -0.061, 0, 0, -5.861, -60.848, 171.096, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.241,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.89, -0.054, 0.493, -0.061, 0, 0, -5.861, -60.848, 171.09, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.243,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.479, 0.429, 0.765, -1.343, -0.183, 0, 28.894, -28.922, 106.93, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.243,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.479, 0.424, 0.763, -1.221, -0.183, 0.061, 28.872, -28.927, 106.919, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.261,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.563, 0.307, 0.767, -1.038, 0.488, 0.366, 21.703, -34.316, -149.255, -16.333, -15.320, -5.773, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.261,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.565, 0.306, 0.768, -0.916, 0.549, 0.427, 21.682, -34.31, -149.238, -16.333, -15.320, -5.773, 27.85, 0.30197, -0.2319, -0.25195, -0.88965,
 12:48:42.263,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.848, 0.229, 0.455, -0.977, 0.061, 1.038, 26.592, -58.87, 178.083, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.263,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.195, 0.852, 0.229, 0.456, -1.77, 0.305, 1.831, 26.532, -58.876, 178.138, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.287,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.483, 0.426, 0.759, -1.404, 0.244, 0, 28.85, -28.922, 106.919, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.287,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.485, 0.436, 0.758, -1.282, 0.061, -0.427, 28.834, -28.916, 106.897, -10.427, -19.053, -29.207, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.307,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.885, -0.057, 0.492, -0.366, 0.122, -0.488, -5.861, -60.848, 171.079, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.307,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.886, -0.061, 0.496, -0.793, 0.244, -1.099, -5.845, -60.848, 171.041, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.308,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.851, 0.228, 0.458, -1.648, 0.916, 2.625, 26.439, -58.887, 178.215, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.308,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.847, 0.228, 0.453, -1.892, 1.648, 2.869, 26.312, -58.892, 178.325, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.329,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.571, 0.314, 0.765, -1.221, 0.854, 0.305, 21.649, -34.299, -149.222, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.329,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.205, 0.569, 0.316, 0.765, -1.648, 1.282, 0.549, 21.61, -34.277, -149.189, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.329,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.894, -0.058, 0.496, -0.671, -0.122, -1.648, -5.817, -60.848, 171.002, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.329,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.897, -0.052, 0.496, -0.61, -0.244, -1.831, -5.773, -60.853, 170.964, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.333,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.484, 0.438, 0.761, -0.977, -0.122, -0.366, 28.823, -28.911, 106.859, -10.547, -18.760, -29.313, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.333,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.481, 0.431, 0.765, -1.099, 0.061, 0.244, 28.806, -28.911, 106.793, -10.547, -18.760, -29.313, 30.09, -0.50595, -0.33838, -0.05197, -0.79163,
 12:48:42.351,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.560, 0.564, 0.313, 0.767, -1.892, 1.16, 1.099, 21.555, -34.266, -149.134, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.351,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.560, 0.562, 0.305, 0.77, -1.892, 0.916, 1.465, 21.5, -34.261, -149.084, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.354,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.846, 0.229, 0.45, -1.953, 1.648, 2.747, 26.169, -58.887, 178.44, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.354,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.845, 0.23, 0.454, -1.648, 1.526, 2.625, 26.038, -58.887, 178.539, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.373,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.560, 0.562, 0.303, 0.765, -2.197, 1.038, 1.526, 21.44, -34.255, -149.041, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.373,ed:40:fe:65:30:6c, 2015-01-01 01:01:16.560, 0.562, 0.301, 0.765, -2.319, 0.916, 1.16, 21.379, -34.244, -149.013, -16.333, -15.320, -5.773, 27.85, 0.30234, -0.23166, -0.25015, -0.89008,
 12:48:42.376,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.895, -0.044, 0.494, -0.61, -0.122, -1.526, -5.735, -60.859, 170.925, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.376,e3:ca:2d:fd:e0:8c, 2015-01-01 01:01:11.065, 0.893, -0.042, 0.493, -0.488, -0.183, -0.793, -5.707, -60.864, 170.898, -25.367, -11.993, -17.607, 26.65, 0.09244, 0.50082, -0.08307, 0.85651,
 12:48:42.378,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.48, 0.425, 0.765, -1.77, 0.61, 0.61, 28.773, -28.911, 106.727, -10.547, -18.760, -29.313, 30.09, -0.50989, -0.33759, -0.0488, -0.78967,
 12:48:42.378,ed:35:33:d3:6c:f8, 2015-01-01 01:01:11.330, 0.482, 0.42, 0.764, -2.258, 0.305, 0.488, 28.729, -28.905, 106.65, -10.547, -18.760, -29.313, 30.09, -0.50989, -0.33759, -0.0488, -0.78967,
 12:48:42.398,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.843, 0.23, 0.454, -1.343, 1.404, 2.625, 25.917, -58.881, 178.638, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
 12:48:42.398,f6:90:cc:01:6d:25, 2015-01-01 01:01:11.530, 0.844, 0.225, 0.454, -1.038, 1.404, 2.441, 25.812, -58.881, 178.742, -26.133, -16.647, -10.293, 31.26, -0.09854, 0.48166, 0.19241, 0.84921,
