Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 16:02:28.885,e3:ca:2d:fd:e0:8c, 2015-01-01 03:47:24.600, 0.899, -0.128, 0.46, 0, 0.305, 0, -15.584, -62.023, -176.276, -25.500, -9.547, -15.667, 28.45, -0.04184, -0.51434, 0.0993, -0.85071,
 16:02:28.885,e3:ca:2d:fd:e0:8c, 2015-01-01 03:47:24.600, 0.899, -0.126, 0.462, -0.183, 0.244, 0, -15.584, -62.023, -176.281, -25.500, -9.547, -15.667, 28.45, -0.04184, -0.51434, 0.0993, -0.85071,
 16:02:28.887,f6:90:cc:01:6d:25, 2015-01-01 03:47:23.160, 0.963, -0.033, 0.207, 0, 0, 0, -10.135, -77.849, -159.955, -29.447, -11.147, -4.473, 31.35, 0.078, -0.62854, -0.03937, -0.7728,
 16:02:28.887,f6:90:cc:01:6d:25, 2015-01-01 03:47:23.160, 0.963, -0.034, 0.207, -0.122, 0.061, 0, -10.129, -77.844, -159.933, -29.447, -11.147, -4.473, 31.35, 0.078, -0.62854, -0.03937, -0.7728,
 16:02:28.887,ed:35:33:d3:6c:f8, 2015-01-01 03:47:23.835, 0.653, 0.293, 0.69, 0, -0.549, 0.793, 23.373, -41.122, 108.737, -14.860, -16.407, -27.513, 31.16, 0.47739, 0.3905, -0.04376, 0.78586,
 16:02:28.887,ed:35:33:d3:6c:f8, 2015-01-01 03:47:23.835, 0.652, 0.292, 0.687, -0.122, -0.488, 0.305, 23.368, -41.127, 108.748, -14.860, -16.407, -27.513, 31.16, 0.47739, 0.3905, -0.04376, 0.78586,
 16:02:28.907,ed:40:fe:65:30:6c, 2015-01-01 03:47:23.660, 0.764, 0.054, 0.645, -0.061, 0.122, 0, 4.993, -49.763, -130.77, -22.460, -10.627, -1.560, 26.27, 0.3942, -0.36597, -0.21149, -0.81598,
 16:02:28.907,ed:40:fe:65:30:6c, 2015-01-01 03:47:23.660, 0.764, 0.055, 0.643, -0.244, 0.183, 0, 4.988, -49.757, -130.776, -22.460, -10.627, -1.560, 26.27, 0.3942, -0.36597, -0.21149, -0.81598,
 16:02:28.929,e3:ca:2d:fd:e0:8c, 2015-01-01 03:47:24.600, 0.9, -0.128, 0.461, -0.183, 0.122, 0, -15.59, -62.018, -176.287, -25.500, -9.547, -15.667, 28.45, -0.04184, -0.51434, 0.0993, -0.85071,
 16:02:28.929,e3:ca:2d:fd:e0:8c, 2015-01-01 03:47:24.600, 0.901, -0.13, 0.46, -0.244, 0.061, 0, -15.59, -62.018, -176.287, -25.500, -9.547, -15.667, 28.45, -0.04184, -0.51434, 0.0993, -0.85071,
 16:02:28.931,ed:35:33:d3:6c:f8, 2015-01-01 03:47:23.835, 0.653, 0.295, 0.688, -0.427, 0.061, 0, 23.357, -41.127, 108.77, -14.860, -16.407, -27.513, 31.16, 0.47739, 0.3905, -0.04376, 0.78586,
 16:02:28.931,ed:35:33:d3:6c:f8, 2015-01-01 03:47:23.835, 0.652, 0.296, 0.688, -0.61, 0.488, -0.061, 23.346, -41.116, 108.798, -14.860, -16.407, -27.513, 31.16, 0.47739, 0.3905, -0.04376, 0.78586,
 16:02:28.932,f6:90:cc:01:6d:25, 2015-01-01 03:47:23.160, 0.964, -0.035, 0.207, -0.244, 0.061, 0, -10.124, -77.844, -159.906, -29.447, -11.147, -4.473, 31.35, 0.078, -0.62854, -0.03937, -0.7728,
