Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 11:55:16.292,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.580, 0.603, 0.084, 0.793, -0.916, -0.061, -0.366, 5.543, -37.084, -137.455, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.292,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.580, 0.61, 0.088, 0.796, -1.038, -0.244, -0.183, 5.537, -37.079, -137.466, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.295,ed:35:33:d3:6c:f8, 2015-01-01 00:08:07.880, 0.33, 0.026, 0.938, -0.427, -1.16, -0.732, 1.45, -18.759, 162.361, -8.213, -11.433, -32.507, 29.7, 0.14877, 0.16409, -0.01312, 0.97504,
 11:55:16.295,ed:35:33:d3:6c:f8, 2015-01-01 00:08:07.880, 0.334, 0.032, 0.934, -0.61, 0.061, -0.854, 1.45, -18.765, 162.356, -8.213, -11.433, -32.507, 29.7, 0.14877, 0.16409, -0.01312, 0.97504,
 11:55:16.337,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.940, 0.606, 0.084, 0.79, -0.61, -0.122, 0.183, 5.526, -37.079, -137.466, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.337,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.940, 0.601, 0.076, 0.795, -0.244, 0.244, 0.427, 5.526, -37.079, -137.461, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.339,e3:ca:2d:fd:e0:8c, 2015-01-01 00:08:07.340, 1.014, -0.116, 0.093, -0.122, -1.221, 0, -48.79, -81.947, -147.816, -30.273, -11.000, -7.240, 24.49, 0.06961, 0.65994, -0.13394, 0.73593,
 11:55:16.339,e3:ca:2d:fd:e0:8c, 2015-01-01 00:08:07.340, 1.018, -0.117, 0.093, 0.061, -0.61, 0, -48.884, -81.953, -147.755, -30.273, -11.000, -7.240, 24.49, 0.06961, 0.65994, -0.13394, 0.73593,
 11:55:16.339,f6:90:cc:01:6d:25, 2015-01-01 00:08:07.625, 0.962, -0.036, 0.238, -0.244, -0.61, 0.366, -7.723, -75.767, -155.089, -31.300, -11.707, -4.347, 28.72, 0.12936, -0.60965, -0.0802, -0.77786,
 11:55:16.339,f6:90:cc:01:6d:25, 2015-01-01 00:08:07.625, 0.961, -0.037, 0.237, 0.183, -0.793, 0.427, -7.767, -75.784, -155.05, -31.300, -11.707, -4.347, 28.72, 0.12936, -0.60965, -0.0802, -0.77786,
 11:55:16.341,ed:35:33:d3:6c:f8, 2015-01-01 00:08:07.880, 0.328, 0.027, 0.928, -0.61, 2.747, -0.427, 1.445, -18.726, 162.356, -8.213, -11.433, -32.507, 29.7, 0.14877, 0.16409, -0.01312, 0.97504,
 11:55:16.341,ed:35:33:d3:6c:f8, 2015-01-01 00:08:07.880, 0.323, 0.021, 0.942, -0.671, 1.648, 0.488, 1.428, -18.699, 162.378, -8.213, -11.433, -32.507, 29.7, 0.14877, 0.16409, -0.01312, 0.97504,
 11:55:16.359,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.940, 0.596, 0.077, 0.799, -0.183, 0.427, 0.732, 5.515, -37.068, -137.444, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.359,ed:40:fe:65:30:6c, 2015-01-01 00:08:12.940, 0.597, 0.083, 0.803, -0.244, 0, 0.732, 5.504, -37.062, -137.422, -18.567, -12.440, -4.627, 25.15, 0.35812, -0.27939, -0.15829, -0.87665,
 11:55:16.360,e3:ca:2d:fd:e0:8c, 2015-01-01 00:08:07.675, 1.011, -0.118, 0.096, 0.549, -0.427, 0, -48.95, -81.953, -147.711, -30.273, -11.000, -7.240, 24.49, 0.06961, 0.65994, -0.13394, 0.73593,
 11:55:16.360,e3:ca:2d:fd:e0:8c, 2015-01-01 00:08:07.675, 1.007, -0.117, 0.097, 0.549, 0, -0.244, -48.939, -81.953, -147.728, -30.273, -11.000, -7.240, 24.49, 0.06961, 0.65994, -0.13394, 0.73593,
