Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:52:15.256,ed:40:fe:65:30:6c, 2015-01-01 02:14:36.475, 0.647, 0.084, 0.762, 10.132, -3.052, -1.404, 5.977, -41.006, -129.749, -19.393, -9.493, -5.307, 24.46, -0.41357, 0.2963, 0.19122, 0.83932,
 15:52:15.256,ed:40:fe:65:30:6c, 2015-01-01 02:14:36.475, 0.657, 0.081, 0.76, 9.705, -3.479, -1.465, 6.196, -41.056, -129.803, -19.393, -9.493, -5.307, 24.46, -0.41357, 0.2963, 0.19122, 0.83932,
 15:52:15.256,ed:40:fe:65:30:6c, 2015-01-01 02:14:36.475, 0.647, 0.097, 0.755, 8.24, -2.869, -1.282, 6.4, -41.111, -129.858, -19.393, -9.493, -5.307, 24.46, -0.41357, 0.2963, 0.19122, 0.83932,
 15:52:15.256,ed:40:fe:65:30:6c, 2015-01-01 02:14:36.475, 0.657, 0.081, 0.76, 9.705, -3.479, -1.465, 6.196, -41.056, -129.803, -19.393, -9.493, -5.307, 24.46, -0.41357, 0.2963, 0.19122, 0.83932,
 15:52:15.257,e3:ca:2d:fd:e0:8c, 2015-01-01 02:14:25.720, 1.016, -0.028, 0.055, -0.488, 0.061, -0.61, -32.964, -86.924, -177.451, -25.880, -10.007, -6.887, 26.54, -0.17938, -0.66406, 0.1911, -0.70016,
 15:52:15.257,e3:ca:2d:fd:e0:8c, 2015-01-01 02:14:25.720, 1.018, -0.025, 0.05, -0.488, 0.183, -0.305, -32.833, -86.924, -177.594, -25.880, -10.007, -6.887, 26.54, -0.17938, -0.66406, 0.1911, -0.70016,
 15:52:15.257,e3:ca:2d:fd:e0:8c, 2015-01-01 02:14:25.720, 1.016, -0.028, 0.054, -0.366, 0, -0.305, -32.723, -86.929, -177.704, -25.880, -10.007, -6.887, 26.54, -0.17938, -0.66406, 0.1911, -0.70016,
 15:52:15.257,e3:ca:2d:fd:e0:8c, 2015-01-01 02:14:25.720, 1.018, -0.025, 0.05, -0.488, 0.183, -0.305, -32.833, -86.924, -177.594, -25.880, -10.007, -6.887, 26.54, -0.17938, -0.66406, 0.1911, -0.70016,
 15:52:15.262,ed:35:33:d3:6c:f8, 2015-01-01 02:14:24.625, 0.417, 0.248, 0.879, 14.771, -0.732, 2.197, 15.227, -25.582, 130.314, -8.693, -13.687, -31.107, 26.86, 0.38416, 0.24847, 0.00824, 0.8891,
 15:52:15.262,ed:35:33:d3:6c:f8, 2015-01-01 02:14:24.625, 0.428, 0.235, 0.873, 12.085, -1.282, 2.686, 15.452, -25.609, 130.402, -8.693, -13.687, -31.107, 26.86, 0.38416, 0.24847, 0.00824, 0.8891,
 15:52:15.262,ed:35:33:d3:6c:f8, 2015-01-01 02:14:24.625, 0.417, 0.251, 0.859, 10.681, -0.244, 2.747, 15.634, -25.626, 130.479, -8.693, -13.687, -31.107, 26.86, 0.38416, 0.24847, 0.00824, 0.8891,
 15:52:15.262,ed:35:33:d3:6c:f8, 2015-01-01 02:14:24.625, 0.428, 0.235, 0.873, 12.085, -1.282, 2.686, 15.452, -25.609, 130.402, -8.693, -13.687, -31.107, 26.86, 0.38416, 0.24847, 0.00824, 0.8891,
 15:52:15.264,f6:90:cc:01:6d:25, 2015-01-01 02:14:23.560, 0.967, 0.107, 0.166, 1.16, -2.258, -1.038, 33.591, -78.909, 158.027, -27.900, -13.127, -1.873, 29.49, 0.039, -0.63928, -0.10181, -0.76114,
 15:52:15.264,f6:90:cc:01:6d:25, 2015-01-01 02:14:23.560, 0.962, 0.103, 0.171, 1.221, -2.258, -1.16, 33.821, -78.931, 157.863, -27.900, -13.127, -1.873, 29.49, 0.039, -0.63928, -0.10181, -0.76114,
