Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 13:12:38.591,e3:ca:2d:fd:e0:8c, 2015-01-01 02:42:05.965, 0.992, -0.145, 0.213, 0.366, 0, 0.61, -34.228, -75.273, -157.604, -29.760, -8.260, -8.420, 25, 0.03403, 0.61578, -0.11844, 0.77817,
 13:12:38.591,e3:ca:2d:fd:e0:8c, 2015-01-01 02:42:05.965, 0.99, -0.146, 0.216, 0.305, -0.122, 0.61, -34.261, -75.267, -157.538, -29.760, -8.260, -8.420, 25, 0.03403, 0.61578, -0.11844, 0.77817,
 13:12:38.591,f6:90:cc:01:6d:25, 2015-01-01 02:42:06.065, 0.931, -0.065, 0.333, 0.427, -0.488, 0.671, -11.354, -69.977, -148.683, -30.693, -8.660, -6.587, 27.9, -0.16135, 0.57059, 0.07349, 0.80179,
 13:12:38.591,f6:90:cc:01:6d:25, 2015-01-01 02:42:06.065, 0.928, -0.07, 0.333, 0.305, -0.244, 0.671, -11.382, -69.977, -148.596, -30.693, -8.660, -6.587, 27.9, -0.16135, 0.57059, 0.07349, 0.80179,
 13:12:38.594,ed:35:33:d3:6c:f8, 2015-01-01 02:42:05.480, 0.658, -0.012, 0.75, 1.953, 1.404, -0.122, -1.384, -41.199, 135.835, -12.080, -7.140, -26.840, 27.93, 0.35385, 0.3223, -0.14334, 0.86618,
 13:12:38.594,ed:35:33:d3:6c:f8, 2015-01-01 02:42:05.480, 0.654, -0.023, 0.752, 1.77, 0.854, 0.061, -1.346, -41.182, 135.758, -12.080, -7.140, -26.840, 27.93, 0.35385, 0.3223, -0.14334, 0.86618,
 13:12:38.597,ed:40:fe:65:30:6c, 2015-01-01 02:42:05.065, 0.746, 0.047, 0.673, 1.038, -0.977, 0.061, 4.345, -48.016, -117.339, -23.693, -7.533, -1.613, 23.26, 0.48764, -0.32925, -0.2406, -0.77188,
 13:12:38.597,ed:40:fe:65:30:6c, 2015-01-01 02:42:05.065, 0.746, 0.046, 0.674, 0.793, -1.16, 0.061, 4.362, -48.038, -117.318, -23.693, -7.533, -1.613, 23.26, 0.48764, -0.32925, -0.2406, -0.77188,
 13:12:38.620,e3:ca:2d:fd:e0:8c, 2015-01-01 02:42:05.965, 0.987, -0.149, 0.216, 0.305, 0.122, 0.61, -34.288, -75.256, -157.478, -29.760, -8.260, -8.420, 25, 0.02921, 0.61774, -0.11523, 0.77728,
 13:12:38.620,e3:ca:2d:fd:e0:8c, 2015-01-01 02:42:05.965, 0.986, -0.149, 0.215, 0.305, 0.122, 0.549, -34.31, -75.251, -157.434, -29.760, -8.260, -8.420, 25, 0.02921, 0.61774, -0.11523, 0.77728,
