Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:54:34.297,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.986, 0.009, -0.013, 0.366, -0.732, 0.305, 150.43, -88.989, 32.097, -30.827, -11.733, 0.727, 29.54, -0.01169, 0.71164, 0.01825, 0.70212,
 12:54:34.297,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.987, 0.007, -0.015, 0.061, -0.732, 0.427, 151.194, -88.984, 31.322, -30.827, -11.733, 0.727, 29.54, -0.01169, 0.71164, 0.01825, 0.70212,
 12:54:34.315,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.977, 0.029, 0.289, -0.061, 0.305, 0.183, 5.74, -73.499, 157.335, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.315,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.977, 0.028, 0.289, -0.183, -0.061, 0.244, 5.724, -73.493, 157.357, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.318,ed:35:33:d3:6c:f8, 2015-01-01 00:40:48.215, 0.694, 0.023, 0.708, -0.061, 0.671, 0.183, 2.06, -44.313, 147.788, -18.020, -10.613, -28.240, 29.43, 0.25146, 0.36731, -0.08896, 0.89096,
 12:54:34.318,ed:35:33:d3:6c:f8, 2015-01-01 00:40:48.215, 0.694, 0.023, 0.711, 0.061, 0.732, 0.183, 2.054, -44.302, 147.805, -18.020, -10.613, -28.240, 29.43, 0.25146, 0.36731, -0.08896, 0.89096,
 12:54:34.320,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.987, 0.008, -0.017, 0, -0.488, 0.366, 151.908, -88.973, 30.608, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.320,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.987, 0.005, -0.016, 0, -0.122, 0.305, 152.391, -88.973, 30.141, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.338,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.979, 0.029, 0.293, -0.427, -0.244, 0.183, 5.702, -73.499, 157.379, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.338,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.979, 0.029, 0.292, -0.305, -0.244, 0, 5.696, -73.504, 157.39, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.339,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.863, -0.092, 0.502, -0.61, -0.183, 0.061, -10.036, -59.041, -116.367, -25.167, -7.233, 0.220, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.339,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.86, -0.092, 0.504, -0.427, -0.366, 0, -10.047, -59.046, -116.367, -25.167, -7.233, 0.220, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.361,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.977, 0.027, 0.291, -0.183, 0, 0, 5.691, -73.504, 157.401, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.361,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.977, 0.029, 0.291, 0, 0, 0, 5.691, -73.499, 157.412, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.363,ed:35:33:d3:6c:f8, 2015-01-01 00:40:48.215, 0.696, 0.022, 0.711, 0, 0.61, -0.061, 2.054, -44.291, 147.821, -18.020, -10.613, -28.240, 29.43, 0.25146, 0.36731, -0.08896, 0.89096,
 12:54:34.363,ed:35:33:d3:6c:f8, 2015-01-01 00:40:48.215, 0.698, 0.022, 0.709, -0.183, 0.305, -0.061, 2.054, -44.28, 147.832, -18.020, -10.613, -28.240, 29.43, 0.25146, 0.36731, -0.08896, 0.89096,
 12:54:34.364,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.986, 0.005, -0.016, 0, -0.244, 0.183, 152.737, -88.973, 29.817, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.364,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.280, 0.986, 0.005, -0.014, 0, -0.061, 0, 152.864, -88.973, 29.702, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.385,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.861, -0.091, 0.508, -0.488, -0.366, -0.061, -10.058, -59.057, -116.378, -25.480, -7.413, -0.027, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.385,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.863, -0.094, 0.507, -0.793, -0.427, -0.061, -10.074, -59.068, -116.4, -25.480, -7.413, -0.027, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.405,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.977, 0.029, 0.292, -0.061, -0.061, 0, 5.691, -73.499, 157.418, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.405,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.979, 0.028, 0.293, -0.183, 0, 0, 5.691, -73.499, 157.429, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.410,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.570, 0.987, 0.006, -0.015, 0.061, 0.061, -0.122, 152.787, -88.973, 29.795, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.410,f6:90:cc:01:6d:25, 2015-01-01 00:40:47.570, 0.984, 0.005, -0.017, 0.305, 0.122, -0.122, 152.65, -88.973, 29.965, -30.827, -11.733, 0.727, 29.54, -0.01245, 0.71237, 0.01862, 0.70135,
 12:54:34.429,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.979, 0.025, 0.286, 0, -0.244, 0, 5.685, -73.499, 157.434, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.429,e3:ca:2d:fd:e0:8c, 2015-01-01 00:40:48.965, 0.979, 0.026, 0.287, 0.244, 0, 0, 5.691, -73.499, 157.445, -25.133, -12.673, -11.153, 25.12, 0.12808, 0.59381, -0.07812, 0.79041,
 12:54:34.429,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.865, -0.093, 0.503, -0.549, -0.366, 0, -10.091, -59.073, -116.417, -25.480, -7.413, -0.027, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.429,ed:40:fe:65:30:6c, 2015-01-01 00:40:47.870, 0.863, -0.092, 0.504, -0.427, -0.366, 0, -10.102, -59.084, -116.428, -25.480, -7.413, -0.027, 26.29, 0.41998, -0.45648, -0.19376, -0.75998,
 12:54:34.430,ed:35:33:d3:6c:f8, 2015-01-01 00:40:48.215, 0.697, 0.024, 0.707, -0.305, 0.427, -0.061, 2.049, -44.275, 147.843, -18.020, -10.613, -28.240, 29.43, 0.25146, 0.36731, -0.08896, 0.89096,
