Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 15:23:02.861,f6:90:cc:01:6d:25, 2015-01-01 00:39:31.920, 0.869, -0.191, 0.438, -0.61, 6.653, -2.319, -21.901, -61.37, -144.075, -27.160, -4.673, -10.460, 32.99, -0.1687, 0.52765, -0.00061, 0.83249,
 15:23:02.861,f6:90:cc:01:6d:25, 2015-01-01 00:39:31.920, 0.869, -0.191, 0.442, 0.305, 6.287, -2.502, -21.747, -61.276, -144.338, -27.160, -4.673, -10.460, 32.99, -0.1687, 0.52765, -0.00061, 0.83249,
 15:23:02.864,ed:40:fe:65:30:6c, 2015-01-01 00:39:30.890, 0.598, -0.417, 0.706, 4.639, 6.409, -3.662, -29.965, -36.227, -92.554, -20.340, 3.833, -7.260, 27.9, 0.57654, -0.38776, -0.02988, -0.71851,
 15:23:02.864,ed:40:fe:65:30:6c, 2015-01-01 00:39:30.890, 0.6, -0.417, 0.704, 4.761, 5.371, -4.028, -29.795, -36.167, -92.692, -20.340, 3.833, -7.260, 27.9, 0.57654, -0.38776, -0.02988, -0.71851,
 15:23:02.882,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.721, -0.349, 0.605, 4.028, 4.333, -4.883, -28.696, -46.038, -120.767, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.882,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.712, -0.335, 0.607, 2.808, 3.296, -4.761, -28.531, -46.022, -120.943, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.882,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.721, -0.34, 0.609, 1.343, 2.441, -4.822, -28.411, -46.022, -121.102, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.882,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.712, -0.335, 0.607, 2.808, 3.296, -4.761, -28.531, -46.022, -120.943, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.890,f6:90:cc:01:6d:25, 2015-01-01 00:39:32.245, 0.865, -0.194, 0.447, 0.732, 6.104, -2.502, -21.588, -61.183, -144.602, -27.160, -4.673, -10.460, 32.99, -0.1687, 0.52765, -0.00061, 0.83249,
 15:23:02.890,f6:90:cc:01:6d:25, 2015-01-01 00:39:32.245, 0.859, -0.191, 0.455, 0.671, 6.287, -2.563, -21.429, -61.089, -144.844, -27.160, -4.673, -10.460, 32.99, -0.1687, 0.52765, -0.00061, 0.83249,
 15:23:02.899,ed:40:fe:65:30:6c, 2015-01-01 00:39:31.245, 0.589, -0.403, 0.708, 3.54, 4.883, -4.15, -29.636, -36.118, -92.829, -20.340, 3.833, -7.260, 27.9, 0.57654, -0.38776, -0.02988, -0.71851,
 15:23:02.899,ed:40:fe:65:30:6c, 2015-01-01 00:39:31.245, 0.586, -0.408, 0.716, 2.319, 4.822, -4.456, -29.498, -36.079, -92.983, -20.340, 3.833, -7.260, 27.9, 0.57654, -0.38776, -0.02988, -0.71851,
 15:23:02.913,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.708, -0.34, 0.609, 1.343, 2.441, -4.822, -28.411, -46.022, -121.102, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.913,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.706, -0.343, 0.608, -0.61, 3.601, -5.188, -28.306, -46.011, -121.273, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
 15:23:02.913,ed:35:33:d3:6c:f8, 2015-01-01 00:45:20.625, 0.708, -0.347, 0.609, -1.648, 3.235, -6.165, -28.213, -46.005, -121.465, -21.020, -0.860, -8.627, 32.31, 0.35736, -0.44333, 0.01163, -0.8219,
