Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 14:50:01.931,f6:90:cc:01:6d:25, 2015-01-01 03:01:40.205, 0.843, -0.021, -0.499, -0.427, -1.892, -1.099, -177.72, -59.139, -12.892, -27.533, -14.140, 12.907, 31.23, 0.03656, 0.86493, -0.08673, 0.49289,
 14:50:01.932,f6:90:cc:01:6d:25, 2015-01-01 03:01:40.205, 0.843, -0.021, -0.499, -0.305, -2.563, -1.099, -177.759, -59.095, -12.87, -27.533, -14.140, 12.907, 31.23, 0.03656, 0.86493, -0.08673, 0.49289,
 14:50:01.933,ed:35:33:d3:6c:f8, 2015-01-01 03:01:40.045, 0.892, -0.044, 0.404, -1.892, -2.441, -5.493, -5.213, -67.39, 158.741, -23.087, -11.033, -16.340, 31.9, 0.17126, 0.53253, -0.14328, 0.81635,
 14:50:01.933,ed:35:33:d3:6c:f8, 2015-01-01 03:01:40.045, 0.889, -0.043, 0.4, 0.488, -0.916, -5.981, -4.944, -67.396, 158.461, -23.087, -11.033, -16.340, 31.9, 0.17126, 0.53253, -0.14328, 0.81635,
 14:50:01.953,e3:ca:2d:fd:e0:8c, 2015-01-01 03:01:39.875, 0.867, -0.162, -0.504, 0.916, -2.258, -1.404, -162.587, -59.249, -50.29, -27.947, -8.433, 5.227, 28.86, -0.08652, -0.8085, 0.29697, -0.50052,
 14:50:01.953,e3:ca:2d:fd:e0:8c, 2015-01-01 03:01:39.875, 0.868, -0.163, -0.5, 0.671, -3.052, -1.587, -162.642, -59.2, -50.191, -27.947, -8.433, 5.227, 28.86, -0.08652, -0.8085, 0.29697, -0.50052,
 14:50:01.955,f6:90:cc:01:6d:25, 2015-01-01 03:01:40.205, 0.842, -0.023, -0.501, -0.427, -2.991, -1.099, -177.797, -59.046, -12.838, -27.533, -14.140, 12.907, 31.23, 0.03656, 0.86493, -0.08673, 0.49289,
 14:50:01.955,f6:90:cc:01:6d:25, 2015-01-01 03:01:40.205, 0.84, -0.026, -0.509, -0.671, -3.174, -1.099, -177.841, -58.991, -12.794, -27.533, -14.140, 12.907, 31.23, 0.03656, 0.86493, -0.08673, 0.49289,
 14:50:01.974,ed:40:fe:65:30:6c, 2015-01-01 03:01:44.875, 0.945, -0.037, 0.294, -0.305, -0.305, -3.418, -6.059, -74.163, -115.972, -27.327, -9.580, 8.573, 28.15, -0.39706, 0.53333, 0.2832, 0.69107,
 14:50:01.974,ed:40:fe:65:30:6c, 2015-01-01 03:01:44.875, 0.945, -0.033, 0.294, 0, -2.38, -3.967, -5.823, -74.191, -116.219, -27.327, -9.580, 8.573, 28.15, -0.39706, 0.53333, 0.2832, 0.69107,
