Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:43:19.814,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.809, -0.115, 0.584, -0.061, 0.366, -0.061, -11.376, -53.69, -100.69, -24.753, -3.473, 1.360, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.814,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.812, -0.113, 0.583, -0.061, 0.366, -0.061, -11.376, -53.685, -100.69, -24.753, -3.473, 1.360, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.837,e3:ca:2d:fd:e0:8c, 2015-01-01 02:12:59.445, 1.015, -0.127, 0.022, 0.244, 0.183, 0, -80.392, -82.727, -133.522, -28.087, -9.667, -9.787, 23.4, 0.16574, 0.65491, -0.24597, 0.69498,
 12:43:19.837,e3:ca:2d:fd:e0:8c, 2015-01-01 02:12:59.445, 1.014, -0.126, 0.023, 0.244, 0.061, 0, -80.376, -82.727, -133.528, -28.087, -9.667, -9.787, 23.4, 0.16574, 0.65491, -0.24597, 0.69498,
 12:43:19.839,f6:90:cc:01:6d:25, 2015-01-01 02:12:59.400, 0.986, -0.082, -0.023, 0.61, -0.488, -0.122, -105.249, -85.078, -84.37, -31.273, -8.660, -1.087, 26.45, 0.02994, 0.70914, -0.08957, 0.69864,
 12:43:19.839,f6:90:cc:01:6d:25, 2015-01-01 02:12:59.400, 0.983, -0.083, -0.02, 0.427, -0.183, -0.183, -105.287, -85.078, -84.309, -31.273, -8.660, -1.087, 26.45, 0.02994, 0.70914, -0.08957, 0.69864,
 12:43:19.841,ed:35:33:d3:6c:f8, 2015-01-01 02:12:59.065, 0.88, -0.005, 0.465, -0.122, -0.183, -0.061, -1.011, -62.095, 145.464, -21.667, -8.633, -19.233, 26.41, 0.25833, 0.49014, -0.16003, 0.81689,
 12:43:19.841,ed:35:33:d3:6c:f8, 2015-01-01 02:12:59.065, 0.881, -0.008, 0.468, 0.122, -0.122, 0.366, -1.016, -62.095, 145.508, -21.667, -8.633, -19.233, 26.41, 0.25833, 0.49014, -0.16003, 0.81689,
 12:43:19.844,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.812, -0.116, 0.585, 0.244, 0.366, 0, -11.365, -53.679, -100.69, -25.153, -4.047, 1.327, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.844,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.812, -0.117, 0.588, 0.244, 0.244, 0.122, -11.36, -53.674, -100.684, -25.153, -4.047, 1.327, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.868,e3:ca:2d:fd:e0:8c, 2015-01-01 02:12:59.445, 1.014, -0.126, 0.022, 0.305, -0.061, 0, -80.37, -82.727, -133.522, -28.087, -9.667, -9.787, 23.4, 0.16574, 0.65491, -0.24597, 0.69498,
 12:43:19.868,e3:ca:2d:fd:e0:8c, 2015-01-01 02:12:59.445, 1.014, -0.126, 0.021, 0.305, -0.122, 0, -80.381, -82.727, -133.5, -28.087, -9.667, -9.787, 23.4, 0.16574, 0.65491, -0.24597, 0.69498,
 12:43:19.872,ed:35:33:d3:6c:f8, 2015-01-01 02:12:59.065, 0.876, -0.008, 0.466, 0.061, -0.366, 0.122, -1.022, -62.1, 145.541, -21.667, -8.633, -19.233, 26.41, 0.25833, 0.49014, -0.16003, 0.81689,
 12:43:19.872,ed:35:33:d3:6c:f8, 2015-01-01 02:12:59.065, 0.879, -0.003, 0.463, 0.671, -0.122, -0.183, -1.016, -62.106, 145.563, -21.667, -8.633, -19.233, 26.41, 0.25833, 0.49014, -0.16003, 0.81689,
 12:43:19.874,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.81, -0.112, 0.584, 0.122, 0.366, 0.061, -11.354, -53.663, -100.679, -25.153, -4.047, 1.327, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.874,ed:40:fe:65:30:6c, 2015-01-01 02:12:58.640, 0.813, -0.111, 0.583, 0.427, 0.488, 0, -11.343, -53.657, -100.679, -25.153, -4.047, 1.327, 21.87, 0.5322, -0.40311, -0.21854, -0.71161,
 12:43:19.898,f6:90:cc:01:6d:25, 2015-01-01 02:12:59.785, 0.98, -0.082, -0.023, 0.061, -0.061, -0.183, -105.304, -85.084, -84.271, -31.273, -8.660, -1.087, 26.45, 0.02994, 0.70914, -0.08957, 0.69864,
